id,Specific Hashtags,Underlying Hashtags,Comments,"Positive, Negative, & Neutral Scores",User Engagement Sentiment Score
190,#WorkWear,#WorkInStyle,"Turning heads at the office with my unique #WorkInStyle. Because workdays deserve a touch of glam!, #WorkInStyle has some trendy options, but the prices are on the higher side., Styles in #WorkInStyle are a bit too bold for my office. Would prefer more subtle choices., Disappointed with the fit of #WorkInStyle. The sizing is not consistent, and it's not flattering.","[0.0, 0.0, 0.0, 0.3818, -0.1531, -0.2411]",-0.002066667
191,#WorkWear,#MeetingReady,"Always #MeetingReady with outfits that exude confidence and professionalism. Ready to own that conference room!, Decent choices in #MeetingReady, but the designs lack a bit of innovation. More variety would be nice., #MeetingReady has some classic options, but the prices are a bit steep for regular meeting wear., Expected better quality from #MeetingReady. Some pieces feel flimsy and don't hold up well.","[0.7263, 0.0, 0.631, 0.0, 0.0, 0.27]",0.271216667
192,#WorkWear,#CareerFashion,"Stepping into success with my chic #CareerFashion. Because your wardrobe should be as ambitious as you are!, Decent range in #CareerFashion, but the sizing can be a bit tricky. Check before you order., #CareerFashion offers some trendy options, but the prices seem a bit high for everyday office wear., Not impressed with the durability of #CareerFashion. Some pieces faded and lost shape quickly.","[0.8478, 0.0, -0.2263, 0.0, 0.0, -0.5932]",0.004716667
193,#WorkWear,#WorkModeOn,"Turning my #WorkModeOn with stylish and practical outfits that make every task a breeze., #WorkModeOn offers some comfortable choices, but the color options are a bit limited. More variety would be great., Decent range in #WorkModeOn, but the styles are a bit too plain for my taste., Not meeting expectations in terms of quality. The fabric in #WorkModeOn feels cheap and wrinkles easily.","[0.0, 0.5106, 0.6486, 0.0, 0.0, 0.34]",0.249866667
194,#WorkWear,#ProfessionalWear,"Setting the standard for professionalism with my top-notch #ProfessionalWear. Because your wardrobe should speak success!, A decent variety in #ProfessionalWear, but the pricing seems a bit high for everyday office wear., Some classic choices in #ProfessionalWear, but a bit more diversity in design could be appealing., Not impressed with the fit of #ProfessionalWear. Sizing is inconsistent, and it doesn't flatter the figure.","[0.6114, 0.0, 0.0, 0.0, 0.0, -0.0139, -0.0762]",0.074471429
195,#WorkWear,#BusinessProfessional,"Stepping into the office with a powerful #BusinessProfessional look. Tailored suits and polished styles for the win!, Impressed with the variety and sophistication in the #BusinessProfessional collection. Meeting-ready in style!, These #BusinessProfessional outfits make me feel like a boss! Confident and ready to conquer any corporate challenge., Love the versatility of #BusinessProfessional attire. From meetings to after-work events, these outfits have me covered!, A solid range in the #BusinessProfessional line, but sizing can be a bit inconsistent., Expected better durability. The seams started coming apart after just a few wears. #BusinessProfessional should be more reliable.","[0.784, 0.5255, 0.8313, 0.6369, 0.0, 0.1531, 0.0, 0.4404]",0.4214
196,#FootwearFashion,#ShoeGame,"Elevating my fashion with a strong #ShoeGame. Shoes speak louder than words, right?, I appreciate a good #ShoeGame, but sometimes it feels like a competition. Can't we just wear what we like?, The pressure of keeping up with the latest #ShoeGame trends is exhausting. Sometimes, simple is better.","[0.5106, 0.0, 0.6808, 0.7579, -0.5719, 0.4404]",0.302966667
197,#FootwearFashion,#ShoeAddict,"Guilty as charged! Proud to be a #ShoeAddict. My closet might be overflowing, but there's always room for more!, The label #ShoeAddict is a bit extreme. I enjoy a nice pair of shoes, but moderation is key., The whole #ShoeAddict culture promotes unnecessary consumerism. Do we really need so many shoes?","[-0.2003, 0.0, 0.7414, 0.0, 0.34]",0.17622
198,#FootwearFashion,#KicksOfTheDay,"Today's vibes brought to you by the stylish #KicksOfTheDay. Comfort and fashion in perfect harmony!, Selecting the perfect #KicksOfTheDay can be a task. It's a fun trend, but I don't always have the time., The constant pressure of having a unique pair for #KicksOfTheDay is too much. Let's keep it simple sometimes.","[0.8478, 0.7906, 0.0, -0.296]",0.3356
199,#FootwearFashion,#SoleCollector,"Proud to be a dedicated #SoleCollector. Each pair tells a story, and my collection is a journey of style!, The concept of being a #SoleCollector is intriguing, but sometimes it feels more like a hobby than a passion., Honestly, the whole #SoleCollector trend seems a bit pretentious. It's just shoes, after all.","[0.7269, 0.0, 0.0, 0.8266, 0.4588, 0.0, 0.0]",0.287471429
200,#FootwearFashion,#ShoeObsession,"Confession time: I have a full-blown #ShoeObsession. Can't resist the allure of new styles!, Understanding the allure of #ShoeObsession, but sometimes it feels like a never-ending cycle. How many shoes does one really need?, The whole #ShoeObsession culture promotes excess. It's time to prioritize quality over quantity.","[0.0, 0.0, 0.5023, 0.34]",0.210575
201,#FootwearFashion,#ShoeLover,"Embracing the title of a true #ShoeLover. Because life is too short to wear boring shoes!, Being a #ShoeLover is fun, but sometimes I question if the latest trends are worth the investment., The pressure to be a #ShoeLover is too much. Let's focus on sustainability and quality over quantity.","[0.2003, 0.5106, 0.3291, -0.296]",0.186
202,#FootwearFashion,#ShoeGoals,"Setting new #ShoeGoals and achieving them one pair at a time. My shoe game is my personal runway!, While I appreciate the concept of #ShoeGoals, sometimes it feels like an unnecessary pursuit., The constant need to set and achieve #ShoeGoals is exhausting. Let's focus on enjoying our shoes rather than always chasing the next pair.","[0.0, 0.4019, 0.3612, 0.2263]",0.24735
203,#FootwearFashion,#WalkInStyle,"Every step is a statement when you #WalkInStyle. Confidence and comfort in every stride!, Slaying the street style game with these amazing kicks. Ready to #WalkInStyle wherever I go!, Stepping out in my favorite shoes, always making sure to #WalkInStyle. Elevating my outfit game effortlessly!, Decent options for those who want to #WalkInStyle, but I expected more variety in designs., Not worth the hype. The quality of some shoes in #WalkInStyle is subpar, and they wear out quickly.","[0.7263, 0.7644, 0.4588, 0.3802, 0.0772, 0.0, -0.1695, 0.0]",0.279675
204,#FootwearFashion,#ShoeEnvy,"Feeling a bit of #ShoeEnvy for those who own the latest trends. Time to add a few more pairs to my collection!, Sometimes, scrolling through #ShoeEnvy posts can be a bit overwhelming. So many styles, so little closet space., Not a fan of the whole #ShoeEnvy culture. It feels like it's more about bragging than sharing genuine love for shoes.","[0.2003, 0.0, 0.0, 0.0, 0.8195]",0.20396
205,#FootwearFashion,#SneakerHead,"Proud to be a true #SneakerHead. My collection keeps growing, and each pair tells a unique story!, Obsessed with the latest releases! Being a #SneakerHead is not just a hobby; it's a lifestyle., Dropping some serious sneaker knowledge and love for the game. Once a #SneakerHead, always a SneakerHead!, Admiring the passion of #SneakerHead culture, but I personally don't get the hype around limited releases., Overrated trend. The whole #SneakerHead culture seems more about status than genuine appreciation.","[0.765, 0.0, -0.2481, 0.5994, 0.0, 0.6808, -0.3291, 0.5106]",0.247325
206,#FootwearFashion,#HeelGameStrong,"Strutting with confidence because my #HeelGameStrong is on point! These heels were made for turning heads., I appreciate a good #HeelGameStrong moment, but practicality sometimes takes a back seat. Comfort is key too., Honestly, the whole #HeelGameStrong trend is overrated. Comfort should be the priority when it comes to footwear.","[0.5562, 0.6808, 0.5023, 0.4588, 0.3612]",0.51186
207,#FootwearFashion,#SneakerFreak,"Embracing my inner #SneakerFreak. Can't resist the urge to cop the latest kicks and show them off!, Always on the hunt for the freshest kicks. Being a #SneakerFreak is all about the thrill of the find!, My shoe closet is a work of art. Living my best life as a certified #SneakerFreak!, Admiring the dedication of those who are #SneakerFreaks, but the constant release cycles can be overwhelming., It's become too commercial. The essence of being a #SneakerFreak is lost in the hype and resale madness.","[0.0, 0.4199, 0.6696, 0.3818, 0.0, -0.6369]",0.139067
208,#FootwearFashion,#BootSeason,"Embracing the cozy vibes and chic styles of #BootSeason. Time to step out in comfort and fashion!, I see the appeal of #BootSeason, but the styles don't always match my taste. Different strokes for different folks., Not a fan of the whole #BootSeason craze. Finding the right pair that fits well is always a struggle.","[0.5983, 0.0, 0.0, -0.4141]",0.04605
209,#FootwearFashion,#ShoeOfTheDay,"Feeling fabulous in my chosen #ShoeOfTheDay. Elevating my look one step at a time!, The concept of #ShoeOfTheDay is fun, but it can be a challenge to find the perfect pair every single day., Honestly, the pressure of selecting a stunning #ShoeOfTheDay can be overwhelming. Not always up for the challenge.","[0.636, 0.5106, 0.7579, 0.4588, 0.1779]",0.50824
210,#FootwearFashion,#ShoeSwag,"Walking with confidence and a touch of attitude. That's the power of #ShoeSwag!, I get the whole #ShoeSwag trend, but sometimes it feels a bit forced. Shoes should be comfortable, not just stylish., Not impressed with the quality of some shoes in the #ShoeSwag category. They look good but don't last long.","[0.5562, 0.0, 0.1154, 0.0, 0.0446]",0.14324
211,#HandAccessory,#WatchGame,"Stepping up my style with a strong #WatchGame. Time to make every moment count with a timepiece that speaks volumes!, I can see the appeal of having a solid #WatchGame, but sometimes it feels like an unnecessary accessory., Honestly, the whole hype around having a strong #WatchGame seems superficial. Watches are for telling time, not for show.","[0.5562, 0.1531, 0.5023, 0.4588, 0.5106, 0.0]",0.3635
212,#HandAccessory,#WristCandy,"Adorning my wrist with the sweetest #WristCandy. Because a stylish watch is the perfect accessory for any occasion!, The concept of #WristCandy is fun, but sometimes it can be challenging to find a watch that matches every outfit., Not a fan of the term #WristCandy. It makes watches sound like a frivolous accessory rather than a functional item.","[0.7177, 0.5106, 0.2263, 0.1376]",0.39805
213,#HandAccessory,#WatchLover,"Proud to be a true #WatchLover. Each watch in my collection holds a special place in my heart!, While I appreciate the beauty of watches, calling myself a #WatchLover seems a bit extreme., The whole obsession with being a #WatchLover is overrated. Watches are practical tools, not objects of worship.","[0.92, 0.7579, 0.0, -0.34, -0.2235]",0.22288
214,#HandAccessory,#LuxuryWatches,"Admiring the exquisite craftsmanship of #LuxuryWatches. Each tick is a testament to precision and elegance!, My wrist feels complete with the timeless allure of #LuxuryWatches. A true symbol of sophistication and success., Investing in a quality timepiece is always worth it. #LuxuryWatches not only tell time but also tell a story of achievement., I can understand the appeal of #LuxuryWatches, but sometimes the price tag seems a bit extravagant., Honestly, the obsession with #LuxuryWatches is overrated. There are more important things to spend money on., Not impressed with the hype around #LuxuryWatches. They're just accessories, and the prices are unreasonable.","[0.7177, 0.7579, 0.1154, 0.0, 0.0, 0.4588, -0.079, -0.3724, 0.0]",0.1776
215,#HandAccessory,#WatchAddiction,"Embracing my #WatchAddiction with enthusiasm! Because life is too short to wear the same watch every day., I get the idea of having a variety of watches, but the term #WatchAddiction sounds a bit excessive. Moderation is key., The whole concept of #WatchAddiction promotes unnecessary consumerism. One quality watch is enough.","[0.4926, 0.0, 0.0, 0.34]",0.20815
216,#HandAccessory,#WatchEnthusiast,"Thriving as a #WatchEnthusiast. Every watch in my collection has a story, and I love sharing it with fellow enthusiasts!, Being a #WatchEnthusiast is interesting, but sometimes the detailed discussions can get a bit overwhelming., The whole culture around being a #WatchEnthusiast seems exclusive. Watches should be enjoyed, not analyzed to the extreme.","[0.0, 0.8655, 0.4019, 0.0, 0.5859, 0.0]",0.308883333
217,#HandAccessory,#WatchNerd,"Embracing my inner #WatchNerd with joy! Dive into the intricate world of watch mechanisms and styles., Being a #WatchNerd can be fascinating, but sometimes it feels like too much technical information., Honestly, the term #WatchNerd feels pretentious. Watches are meant to be enjoyed, not dissected.","[0.69, 0.5423, 0.5023, 0.4588, 0.5106, 0.0]",0.45067
218,#HandAccessory,#WatchGeek,"Geeking out over the latest releases and limited editions. Proud to be a #WatchGeek with a passion for horology!, While I appreciate the knowledge, the term #WatchGeek can sound a bit intense. Watches should be enjoyed, not obsessed over., The whole concept of being a #WatchGeek feels too niche. Watches are accessories, not a subject for obsessive interest.","[0.6696, 0.4019, 0.5574, 0.1326, 0.0, 0.2732]",0.339116667
219,#HandAccessory,#VintageWatches,"Rediscovering timeless elegance with my collection of #VintageWatches. Each piece has a unique charm and history!, While I see the appeal of #VintageWatches, sometimes the maintenance and authenticity checks can be a bit challenging., Not a fan of the whole trend around #VintageWatches. They often come with a hefty price tag, and not everyone appreciates the retro style.","[0.7263, 0.0, 0.1531, -0.2411, -0.4023]",0.0472
220,#HandAccessory,#HandJewelry,"Elevating my look with the perfect touch of elegance – #HandJewelry. Because details matter!, There's something magical about adorning your hands with exquisite #HandJewelry. A statement of personal style and grace., Obsessed with the intricate designs and versatility of #HandJewelry. It's the perfect finishing touch to any outfit., I appreciate the beauty of #HandJewelry, but sometimes it feels a bit too flashy for my taste., The whole hype around #HandJewelry is unnecessary. Simple accessories can be just as impactful without the hefty price tag., Not a fan of the current trend with oversized and bold #HandJewelry. It can be too much and distracting.","[0.8016, 0.5859, 0.5574, 0.7579, 0.0, 0.0, -0.1436]",0.3656
221,#HandAccessory,#CuffLove,"Expressing my style with the perfect combination of watches and bracelets. It's all about that #CuffLove on the wrist!, I appreciate the concept of #CuffLove, but sometimes it feels like an extra layer that can be uncomfortable., Not sold on the idea of #CuffLove. Watches are statement pieces on their own; additional accessories can be too much.","[0.6114, 0.4019, -0.0387, 0.0]",0.24365
222,#HandAccessory,#BraceletSwag,"Elevating my wrist game with the perfect blend of watches and bracelets. That's how you rock the #BraceletSwag!, While I understand the appeal of #BraceletSwag, sometimes it feels like an unnecessary addition that distracts from the watch., Not a fan of the whole #BraceletSwag trend. Watches should be the focal point, not overshadowed by excessive accessories.","[0.6114, 0.0, 0.0516, -0.2411, 0.0]",0.08438
223,#HandAccessory,#WristEssentials,"Curating my collection with the essential pieces that define my style. It's all about the perfect #WristEssentials!, I appreciate the concept of #WristEssentials, but sometimes it can be challenging to decide what truly qualifies as essential., The whole idea of #WristEssentials feels subjective. What's essential to one person might not be to another.","[0.6114, 0.4019, 0.6956, 0.0]",0.427225
224,#HandAccessory,#WristWear,"Slaying the wrist game with the trendiest #WristWear. Because a stylish watch is the ultimate accessory!, I get the importance of #WristWear, but sometimes it feels like an extra effort for a look that can be achieved with just a watch., Not a fan of the whole emphasis on #WristWear. Watches should be the star, and additional accessories can be distracting.","[0.0, 0.3612, 0.5023, -0.2411, -0.296]",0.06528
225,#HairAccessory,#HairGoals,"Achieving my #HairGoals with a new hairstyle that's both trendy and manageable. Confidence level: through the roof!, When your hair aligns perfectly with your vision, that's the true essence of #HairGoals. Loving my vibrant and healthy mane!, While I understand the concept of #HairGoals, sometimes it feels like there's an unrealistic standard we're trying to meet., Honestly, the pressure around #HairGoals is too much. Can't we just appreciate our hair without setting unattainable standards?, The whole concept of #HairGoals can be exhausting. Natural beauty should be celebrated, imperfections and all.","[0.5562, 0.7351, 0.92, 0.0, 0.3612, 0.4588, -0.5358, 0.8176, 0.0]",0.368122222
226,#HairAccessory,#HairFlair,"Adding a touch of sparkle to my hair because every day is an opportunity for some #HairFlair magic!, Rocking my favorite accessories and embracing the art of self-expression. It's all about the #HairFlair vibes!, While I appreciate the creativity behind #HairFlair, sometimes it feels like too much fuss for a daily look., Not a fan of the whole #HairFlair trend. Natural beauty should be enough without the need for excessive accessories., Honestly, the obsession with achieving the perfect #HairFlair is overrated. Let's keep it simple and natural.","[0.7088, 0.5093, 0.6486, 0.3612, 0.6529, 0.4588, 0.5859]",0.560785714
227,#HairAccessory,#HeadbandHeaven,"Feeling like a queen in my #HeadbandHeaven. A stylish headband can transform any hairstyle into a masterpiece!, Discovering the joy of accessorizing with elegant headbands. Welcome to my personal #HeadbandHeaven!, While I appreciate the charm of #HeadbandHeaven, sometimes headbands can be uncomfortable for long periods., Not sold on the whole #HeadbandHeaven trend. Headbands can cause headaches and damage hair. Not worth it., Honestly, the pressure to create a perfect #HeadbandHeaven look is too much. Let's embrace our natural hair without constant styling.","[0.8122, 0.8805, 0.6597, -0.3818, -0.5948, 0.4588, 0.8126]",0.378171429
228,#HairAccessory,#CrownYourCurls,"Embracing the beauty of natural curls and ready to #CrownYourCurls with confidence and pride!, Every curl is a unique gem in the crown of my hair. Loving the journey to #CrownYourCurls!, While I appreciate the message behind #CrownYourCurls, sometimes it feels like another beauty standard to meet., The whole idea of needing to #CrownYourCurls for acceptance is problematic. Natural hair is beautiful without the need for validation., Honestly, the pressure to constantly celebrate and showcase my curls as a way to #CrownYourCurls is tiresome. Let's be real.","[0.9299, 0.636, 0.4019, 0.743, 0.7579, 0.4588, 0.3612]",0.612671429
229,#HairAccessory,#HairJewelry,"Elevating my hairstyle with the perfect touch of elegance – because who can resist the charm of #HairJewelry?, My hair is my canvas, and #HairJewelry is the artistic touch that completes the masterpiece!, While #HairJewelry can be stunning, sometimes it feels like an extra step in an already busy morning routine., Not sold on the whole #HairJewelry trend. It can be uncomfortable, and there's always the risk of getting tangled., Honestly, the pressure to keep up with the latest #HairJewelry trends is exhausting. Can't we just enjoy our natural hair?,","[0.8591, 0.0, 0.6588, 0.3818, 0.3612, -0.3818, -0.2732, 0.4588, -0.5897, 0.0]",0.1475
230,#HairAccessory,#HairPinPretties,"Experimenting with different hairstyles and accentuating them with adorable #HairPinPretties. Every pin tells a story!, My hairpins are like tiny pieces of art that add flair to my locks. Loving the playful vibes of #HairPinPretties!, While #HairPinPretties can be cute, sometimes it feels like a challenge to find the right pins for each hairstyle., Not a fan of the whole #HairPinPretties trend. It seems unnecessary, and simple hairstyles can be just as beautiful., Honestly, the constant need to accessorize with #HairPinPretties feels like an added burden. Natural beauty should be enough.,","[0.5411, 0.8622, 0.4588, 0.4215, -0.2411, 0.5994, 0.4588, 0.7096, 0.0]",0.423366667
231,#InnerWear,#LingerieLove,"""Feeling absolutely fabulous in my new lingerie! Confidence level through the roof."", ""Lingerie isn't just about looking good; it's about feeling incredible in your own skin."", ""Obsessed with the delicate lace and perfect fit of this lingerie set."", ""Celebrating self-love and body positivity with the most gorgeous lingerie. It's the little things that make a big difference!"", ""Just found a cozy and comfy lingerie set. Not too flashy, but it gets the job done."", ""Ordered online, and the quality is just not what I expected. Disappointed with the purchase.""","[0.831, 0.5267, 0.6908, 0.9115, 0.0, 0.0, 0.0, -0.4767]",0.3104125
232,#InnerWear,#IntimatesObsession,"""Absolutely in love with my recent intimates haul!"", ""Exploring different styles and brands for intimates lately."", ""Ordered online, and the sizing was way off. Disappointing experience."", ""Quality is not matching the price tag. Expected better.""","[0.6975, 0.0, 0.0, -0.4939, 0.4404]",0.1288
233,#InnerWear,#BraletteBabe,"""Feeling cute and comfy in my new bralette!"", ""Trying out different bralette styles to find my favorite."", ""The straps on this bralette keep slipping. Not practical at all."", ""Washed once, and the color of the bralette faded significantly. Disappointed.""","[0.5848, 0.4588, 0.0, 0.0, -0.4767]",0.11338
234,#InnerWear,#FeminineFancies,"""Embracing my feminine side with these delicate pieces."", ""Feminine fancies are nice, but sometimes simplicity is key."", ""The lace on this set is so itchy. Can't wear it for more than an hour."", ""The fabric is not as soft as expected, and it doesn't wash well. Not worth the price.""","[0.0516, 0.4215, 0.0, -0.4101, 0.0, -0.357]",-0.049
235,#InnerWear,#SilkAndSatin,"""Silk and satin are my go-to for a luxurious feel."", ""Silk and satin are classic, but sometimes I opt for other materials."", ""Expected better durability from a silk and satin blend. Already showing signs of wear."", ""The silk fabric wrinkles easily, making it a hassle to maintain. Not practical for daily wear.""","[0.0, 0.0, 0.0, 0.4404, 0.34, 0.0]",0.130066667
236,#InnerWear,#LingerieAddict,"""Confession: I might be a bit of a lingerie addict. Can't resist all the beautiful designs!"", ""Admiring lingerie from a distance but not ready to splurge."", ""The straps on this set are too flimsy. Not suitable for all-day wear."", ""Impulse buy, and now I regret it. The fit is way off.""","[0.636, -0.218, 0.0, 0.0, -0.0772]",0.06816
237,#InnerWear,#InnerGoddess,"""Channeling my inner goddess with these empowering pieces."", ""Finding the balance between comfort and style with my inner goddess collection."", ""The sizing chart was misleading, and now I'm stuck with pieces that don't fit."", ""Expected more support from this inner goddess bra. It's just not doing the job.""","[0.0, 0.3612, -0.4019, -0.4784, 0.4576]",-0.0123
238,#InnerWear,#BoxerBriefBuddy,"""Boxer briefs for life! Seriously, the comfort level is unmatched."", ""Feeling like a million bucks in these new boxer briefs. Supportive and stylish – the perfect combo!"", ""Finally found boxer briefs that don't ride up during workouts. Game-changer!"", ""Comfort at its best! If you haven't tried boxer briefs, you're missing out."", ""Trying out different brands of boxer briefs lately. Some are great, some not so much."", ""Bought a pack of boxer briefs, and they started unraveling after just a couple of washes. Not impressed.""","[-0.2481, 0.296, 0.8478, 0.0, 0.7901, -0.296, 0.6249, 0.0, 0.0, -0.3724]",0.16423
239,#InnerWear,#BriefsAndBeyond,"""Found the perfect pair in my recent #BriefsAndBeyond haul. Comfort meets style!"", ""Exploring different brands and styles in the #BriefsAndBeyond collection. So many options!"", ""The sizing was a bit off in my last #BriefsAndBeyond purchase. Need to be more accurate."", ""Disappointed with the quality of the fabric in the #BriefsAndBeyond line. Expected better.""","[0.7574, 0.0, 0.0, -0.0516]",0.17645
240,#InnerWear,#ComfyBoxers,"""Nothing beats the comfort of a cozy pair of #ComfyBoxers. Living my best loungewear life!"", ""Trying out different colors and patterns in the #ComfyBoxers range. Some hits, some misses."", ""The elastic on one of my #ComfyBoxers gave out too soon. Hoping for better durability."", ""Bought a pack, and the stitching on one of the pairs unravelled after just a few wears. Not impressed.""","[0.5239, 0.0, -0.2263, 0.6908, 0.0, -0.3724]",0.10267
241,#InnerWear,#PerformanceUndies,"""Rocked my workout with these amazing #PerformanceUndies. Stayed dry and comfortable throughout!"", ""Testing out the moisture-wicking claims of #PerformanceUndies. Mixed results so far."", ""Expected a bit more support from the #PerformanceUndies. Good for everyday wear, not intense workouts."", ""The seams on my #PerformanceUndies started chafing after a few uses. Uncomfortable experience.""","[0.8122, 0.0, 0.7089, -0.0572, -0.3818]",0.21642
242,#InnerWear,#JockeyLife,"""Living that #JockeyLife with the most comfortable underwear ever. Can't get enough!"", ""Trying different styles from the #JockeyLife collection. Some are a hit, others not so much."", ""The price point for the #JockeyLife line seems a bit high. Quality needs to match the cost."", ""Disappointed with the durability of my #JockeyLife underwear. Didn't last as long as expected.""","[0.5974, 0.0, 0.0, 0.0, -0.4767]",0.02414
243,#InnerWear,#CozyUnderwear,"""Chilly weather calls for some extra cozy #CozyUnderwear. Warm and snug all day!"", ""Not a fan of the new patterns in the #CozyUnderwear line. Prefer the classics."", ""The sizing was a bit inconsistent in my recent #CozyUnderwear purchase. Need better quality control."", ""The fabric of my #CozyUnderwear set started pilling after just a few washes. Expected better longevity.""","[0.2942, -0.2411, 0.4404, 0.4404]",0.233475
244,#InnerWear,#InnersFashion,"""Elevating my innerwear game with the latest trends from #InnersFashion. Stylish and comfortable!"", ""Some hits and misses in the #InnersFashion collection. Experimenting with different styles."", ""The lace on my #InnersFashion underwear is a bit scratchy. Not as comfortable as I hoped."", ""Quality control seems lacking in the #InnersFashion line. Received a damaged piece in my order.""","[0.5562, -0.2263, -0.0263, -0.4404]",-0.0342
245,#InnerWear,#EveryBodyUndies,"""Appreciating the inclusive sizing and styles in #EveryBodyUndies. Finally, underwear for every body!"", ""Trying out the different cuts available in #EveryBodyUndies. Not all are flattering for my body type."", ""The seams on my #EveryBodyUndies are a bit bulky. Could be smoother for a better fit."", ""Expected more variety in color options for #EveryBodyUndies. The choices are limited.""","[0.4404, 0.0, -0.4874, 0.6597, -0.2263]",0.07728
246,#InnerWear,#NeutralUndies,"""Found the perfect nude shade in the #NeutralUndies collection. Goes with everything!"", ""Neutral tones are my go-to, but the #NeutralUndies collection lacks some variety."", ""The waistband on my #NeutralUndies started folding after a few washes. Not the best quality."", ""Disappointed with the sizing options in the #NeutralUndies line. Not inclusive enough.""","[0.6114, 0.0, 0.0, -0.5216, -0.4767]",-0.07738
247,#InnerWear,#UnderwearForAll,"""#UnderwearForAll is my go-to for inclusive sizing and diverse styles. Everyone deserves comfortable underwear!"", ""Exploring different fabrics in #UnderwearForAll. Some are great, others not my preference."", ""The tag on my #UnderwearForAll briefs is irritating. Considering removing it for comfort."", ""The elastic on my #UnderwearForAll pair lost its stretch after just a few wears. Not durable enough.""","[0.5562, 0.6249, 0.0, -0.128, -0.3182]",0.14698
248,#InnerWear,#UnderneathItAll,"""There's something magical about having a beautiful secret underneath it all. Adds a spring to your step!"", ""Loving the confidence boost that comes from wearing something special underneath my everyday clothes."", ""Got a new set of undergarments that make me feel like I can conquer the world. It's all about the little details!"", ""The right undergarments can make any outfit pop. Feeling fabulous from the inside out!"", ""Just the usual undergarments – nothing fancy, but they get the job done."", ""Bought a set that looked amazing, but the underwire is so uncomfortable. Regretting this purchase.""","[0.636, 0.9118, 0.4199, 0.636, 0.0, 0.0, 0.5859, -0.8596]",0.29125
249,#InnerWear,#NeutralTrends,"""Exploring neutral trends in my wardrobe – simple and versatile."", ""Neutral tones are my go-to for a timeless look."", ""The neutral set I bought faded after just a few washes. Not happy with the quality."", ""Neutral trends are overrated. The lack of variety is boring.""","[0.0, 0.0, -0.4585, -0.5574]",-0.253975
250,#InnerWear,#UnisexIntimates,"""Loving the inclusive designs in the unisex intimates collection."", ""Exploring the unisex intimates trend – some pieces are a hit, others not so much."", ""The sizing options for unisex intimates are limited, and it's frustrating."", ""Expected more variety in the unisex intimates line. Disappointed with the lack of options.""","[0.5994, 0.0, 0.0, -0.2263, -0.4404, -0.6597]",-0.121166667
